timestamp,event,trade_time,direction,confidence,atr_norm,sl,tp,volume
2026-02-02 10:35:02,OPEN_TRADE,2026-02-02 14:35:00+02:00,SHORT,0.65782523,0.0006421138851143678,6.645609023101958,9.746893233882874,1.0
2026-02-02 10:40:02,OPEN_TRADE,2026-02-02 14:40:00+02:00,SHORT,0.60342586,0.0006716899955167017,6.945795113389221,10.187166166304191,1.0
2026-02-02 10:50:03,OPEN_TRADE,2026-02-02 14:50:00+02:00,SHORT,0.6327285,0.0006523243053193596,6.743092652193853,9.889869223217651,1.0
2026-02-02 11:10:04,OPEN_TRADE,2026-02-02 15:10:00+02:00,SHORT,0.5758066,0.000622226750011862,6.437806846322729,9.442116707940004,1.0
2026-02-02 11:15:05,OPEN_TRADE,2026-02-02 15:15:00+02:00,SHORT,0.6011327,0.0006203466557829825,6.421611459335911,9.41836347369267,1.0
2026-02-02 11:20:05,OPEN_TRADE,2026-02-02 15:20:00+02:00,SHORT,0.6275447,0.0006161784421017799,6.376725946976163,9.352531388898372,1.0
2026-02-02 11:25:00,OPEN_TRADE,2026-02-02 15:25:00+02:00,SHORT,0.586927,0.0005936487082495394,6.145021032485752,9.012697514312437,1.0
2026-02-02 11:30:01,OPEN_TRADE,2026-02-02 15:30:00+02:00,LONG,0.56889576,0.0006224428369088364,6.447978713964172,9.457035447147454,1.0
2026-02-02 11:35:01,OPEN_TRADE,2026-02-02 15:35:00+02:00,LONG,0.62738055,0.0006156050386007918,6.377255744528341,9.353308425308235,1.0
2026-02-02 11:40:02,OPEN_TRADE,2026-02-02 15:40:00+02:00,LONG,0.6216384,0.0006101481879088803,6.321074211917209,9.270908844145241,1.0
2026-02-02 11:45:03,OPEN_TRADE,2026-02-02 15:45:00+02:00,LONG,0.63179946,0.0005836220393374414,6.0475791149204685,8.869782701883356,1.0
2026-02-02 11:55:03,OPEN_TRADE,2026-02-02 15:55:00+02:00,LONG,0.6225524,0.0005774976018486312,5.983900213395101,8.77638697964615,1.0
2026-02-02 12:00:04,OPEN_TRADE,2026-02-02 16:00:00+02:00,LONG,0.6046652,0.000579008289897373,5.998902238725218,8.79838995013032,1.0
