timestamp,event,direction,required_margin,long_used,short_used,avail_long,avail_short,equity,free_margin,margin_level
2026-02-02 03:15:04,MARGIN_CHECK,LONG,193.19,0.0,0.0,1600.0179999999998,1600.0179999999998,2285.74,2285.74,0.0
2026-02-02 03:20:05,MARGIN_CHECK,LONG,193.14,193.12,0.0,1407.101,1600.221,2286.03,1996.26,788.9118956413708
2026-02-02 03:25:00,MARGIN_CHECK,LONG,193.16,386.27,0.0,1213.9299999999998,1600.1999999999998,2286.0,1706.51,394.48480560492845
2026-02-02 03:30:00,MARGIN_CHECK,LONG,193.09,579.49,0.0,1014.6409999999998,1594.1309999999999,2277.33,1408.1,261.9939486672112
2026-02-02 03:35:01,MARGIN_CHECK,LONG,192.99,772.69,0.0,811.0879999999997,1583.7779999999998,2262.54,1103.68,195.23842396838273
2026-02-02 03:40:02,MARGIN_CHECK,LONG,192.89,386.14,0.0,1185.913,1572.0529999999999,2245.79,1666.68,387.8002452038473
2026-02-02 03:45:02,MARGIN_CHECK,LONG,192.82,385.77,0.0,1184.792,1570.562,2243.66,1664.86,387.6399447131997
2026-02-02 03:50:03,MARGIN_CHECK,LONG,192.87,385.58,0.0,1185.178,1570.758,2243.94,1665.39,387.85584651283386
2026-02-02 03:55:03,MARGIN_CHECK,LONG,192.86,578.6,0.0,988.2379999999999,1566.838,2238.34,1370.48,257.9148710621529
2026-02-02 04:00:03,MARGIN_CHECK,LONG,192.8,578.6899999999999,0.0,976.465,1555.155,2221.65,1353.8,255.99469954485224
2026-02-02 04:05:04,MARGIN_CHECK,LONG,192.46,0.0,0.0,1538.8799999999999,1538.8799999999999,2198.4,2198.4,0.0
2026-02-02 04:10:04,MARGIN_CHECK,LONG,192.54,192.39,0.0,1349.199,1541.589,2202.27,1913.58,762.8494232567807
2026-02-02 04:15:05,MARGIN_CHECK,LONG,192.5,384.99,0.0,1153.19,1538.18,2197.4,1619.9,380.5021645021645
2026-02-02 04:20:05,MARGIN_CHECK,LONG,192.86,577.51,0.0,982.615,1560.125,2228.75,1362.52,257.2930976761368
2026-02-02 04:25:01,MARGIN_CHECK,LONG,192.87,770.52,0.0,786.8609999999999,1557.3809999999999,2224.83,1069.31,192.5392896704514
2026-02-02 04:30:01,MARGIN_CHECK,LONG,192.87,771.07,0.0,784.3019999999998,1555.3719999999998,2221.96,1065.81,192.18613501708256
2026-02-02 04:35:02,MARGIN_CHECK,LONG,192.98,963.9300000000001,0.0,602.8589999999999,1566.789,2238.27,792.81,154.84828359138268
2026-02-02 04:40:02,MARGIN_CHECK,LONG,193.08,1157.23,0.0,414.40999999999985,1571.6399999999999,2245.2,510.27,129.4115612733655
2026-02-02 04:50:03,MARGIN_CHECK,LONG,193.16,964.96,0.0,618.1179999999999,1583.078,2261.54,814.54,156.2916378714582
2026-02-02 04:55:04,MARGIN_CHECK,LONG,193.18,1158.01,0.0,428.89700000000016,1586.9070000000002,2267.01,530.27,130.5324919101305
2026-02-02 05:00:04,MARGIN_CHECK,LONG,193.11,1351.0500000000002,0.0,228.38099999999963,1579.4309999999998,2256.33,229.83,111.34122871946705
2026-02-02 05:05:04,MARGIN_CHECK,LONG,193.04,1351.11,0.0,216.96000000000004,1568.07,2240.1,213.6,110.54034048852701
2026-02-02 05:10:05,MARGIN_CHECK,LONG,193.03,1351.24,0.0,212.69999999999982,1563.9399999999998,2234.2,207.7,110.24919812484579
2026-02-02 05:15:00,MARGIN_CHECK,LONG,192.99,964.8799999999999,0.0,590.8000000000002,1555.68,2222.4,775.4,153.58673116793366
2026-02-02 05:20:00,MARGIN_CHECK,LONG,192.9,1157.79,0.0,387.30600000000004,1545.096,2207.28,470.79,127.11158716721664
2026-02-02 05:25:01,MARGIN_CHECK,LONG,192.9,1350.86,0.0,190.49800000000005,1541.358,2201.94,176.1,108.69269043952139
2026-02-02 05:30:02,MARGIN_CHECK,LONG,192.94,965.3699999999999,0.0,563.402,1528.772,2183.96,737.22,150.957324743907
2026-02-02 05:35:02,MARGIN_CHECK,LONG,192.76,192.91,0.0,1318.6769999999997,1511.5869999999998,2159.41,1870.0,746.14215127328
2026-02-02 05:40:03,MARGIN_CHECK,LONG,192.83,385.71000000000004,0.0,1127.2629999999997,1512.9729999999997,2161.39,1582.84,373.58741681790684
2026-02-02 05:45:03,MARGIN_CHECK,LONG,192.84,578.61,0.0,933.5299999999999,1512.1399999999999,2160.2,1292.41,248.9311930305719
2026-02-02 05:50:04,MARGIN_CHECK,LONG,192.99,771.8,0.0,744.6729999999998,1516.4729999999997,2166.39,1009.34,187.2339138325915
2026-02-02 05:55:04,MARGIN_CHECK,LONG,192.86,964.6999999999999,0.0,540.3070000000001,1505.007,2150.01,703.48,148.63224405992273
2026-02-02 06:00:05,MARGIN_CHECK,LONG,192.85,964.24,0.0,543.77,1508.01,2154.3,707.89,148.9411715903513
2026-02-02 06:05:00,MARGIN_CHECK,LONG,192.92,1157.51,0.0,351.38199999999983,1508.8919999999998,2155.56,419.87,124.19037961848025
2026-02-02 06:10:01,MARGIN_CHECK,LONG,192.73,1349.9399999999998,0.0,140.577,1490.5169999999998,2129.31,104.24,105.1474763835324
2026-02-02 06:15:01,MARGIN_CHECK,LONG,192.71,964.4699999999999,0.0,515.2389999999999,1479.7089999999998,2113.87,667.52,146.1520378884779
2026-02-02 06:20:02,MARGIN_CHECK,LONG,192.72,192.67,0.0,1283.9169999999997,1476.5869999999998,2109.41,1820.34,729.7229044868025
2026-02-02 06:25:02,MARGIN_CHECK,LONG,192.74,385.57,0.0,1087.811,1473.3809999999999,2104.83,1526.68,364.0629594395918
2026-02-02 06:30:03,MARGIN_CHECK,LONG,192.78,578.25,0.0,898.855,1477.105,2110.15,1242.9,243.31507639089077
2026-02-02 06:35:03,MARGIN_CHECK,LONG,192.59,770.77,0.0,695.3449999999998,1466.1149999999998,2094.45,938.01,181.11186053751166
2026-02-02 06:40:04,MARGIN_CHECK,LONG,192.57,192.63,0.0,1261.7109999999998,1454.341,2077.63,1788.74,719.1768493198103
2026-02-02 06:45:04,MARGIN_CHECK,LONG,192.66,385.04,0.0,1076.3359999999998,1461.3759999999997,2087.68,1509.95,361.35911238813975
2026-02-02 06:50:05,MARGIN_CHECK,LONG,192.49,577.71,0.0,871.8220000000001,1449.5320000000002,2070.76,1204.02,238.91363038512128
2026-02-02 06:55:00,MARGIN_CHECK,LONG,192.53,770.15,0.0,683.4350000000001,1453.585,2076.55,921.08,179.71474811115823
2026-02-02 07:00:01,MARGIN_CHECK,LONG,192.68,962.76,0.0,504.5379999999998,1467.2979999999998,2096.14,651.89,145.13692227799893
2026-02-02 07:05:01,MARGIN_CHECK,LONG,192.68,1154.8999999999999,0.0,323.5140000000001,1478.414,2112.02,378.75,121.85175996815268
2026-02-02 07:10:02,MARGIN_CHECK,LONG,192.92,577.72,0.0,930.3669999999997,1508.0869999999998,2154.41,1287.36,248.47586644368835
2026-02-02 07:15:02,MARGIN_CHECK,LONG,192.8,770.9100000000001,0.0,721.4759999999999,1492.386,2131.98,975.55,184.35875928504103
2026-02-02 07:40:04,MARGIN_CHECK,SHORT,193.04,192.81,0.0,1317.5939999999998,1510.4039999999998,2157.72,1868.54,746.1511861124558
2026-02-02 07:45:05,MARGIN_CHECK,SHORT,192.95,192.8,193.04,1317.247,1317.007,2157.21,1867.84,745.4850191795971
2026-02-02 07:50:00,MARGIN_CHECK,SHORT,192.93,192.76,385.9,1316.4189999999999,1123.279,2155.97,1577.08,372.4317227798027
2026-02-02 07:55:01,MARGIN_CHECK,SHORT,193.12,192.78,578.9,1309.175,923.055,2145.65,1277.32,247.1007566247855
2026-02-02 08:00:01,MARGIN_CHECK,SHORT,193.21,0.0,579.24,1498.882,919.642,2141.26,1272.61,246.50434582397978
2026-02-02 08:05:02,MARGIN_CHECK,SHORT,193.35,0.0,386.37,1490.062,1103.692,2128.66,1549.15,367.3206674604407
2026-02-02 08:10:03,MARGIN_CHECK,SHORT,193.29,0.0,193.3,1487.2619999999997,1293.9619999999998,2124.66,1834.64,732.590855803048
2026-02-02 08:15:03,MARGIN_CHECK,SHORT,193.28,0.0,386.49,1485.435,1098.945,2122.05,1542.09,365.8959238568177
2026-02-02 08:20:03,MARGIN_CHECK,SHORT,193.35,0.0,579.55,1475.719,896.1690000000001,2108.17,1238.3,242.3546047110488
2026-02-02 08:25:04,MARGIN_CHECK,SHORT,193.43,0.0,386.71000000000004,1472.996,1086.286,2104.28,1524.34,362.8444321826396
2026-02-02 08:30:04,MARGIN_CHECK,SHORT,193.41,0.0,580.04,1471.316,891.2760000000001,2101.88,1231.8,241.573188672306
2026-02-02 08:35:05,MARGIN_CHECK,SHORT,193.53,0.0,580.1899999999999,1462.1109999999999,881.9209999999999,2088.73,1218.45,240.00666452176313
2026-02-02 08:40:00,MARGIN_CHECK,SHORT,193.7,0.0,193.58,1453.1999999999998,1259.62,2076.0,1785.71,715.1469220434736
2026-02-02 08:45:01,MARGIN_CHECK,SHORT,193.72,0.0,387.38,1454.0259999999998,1066.6459999999997,2077.18,1496.34,357.6165553336546
2026-02-02 08:50:02,MARGIN_CHECK,SHORT,193.72,0.0,580.9499999999999,1450.8059999999998,869.8559999999999,2072.58,1201.14,237.83393004681903
2026-02-02 08:55:02,MARGIN_CHECK,SHORT,193.86,0.0,581.47,1447.4109999999998,865.9409999999998,2067.73,1196.0,237.19844447248573
2026-02-02 09:00:03,MARGIN_CHECK,SHORT,193.87,0.0,775.47,1449.4199999999998,673.9499999999998,2070.6,908.09,178.1145968636829
2026-02-02 09:05:04,MARGIN_CHECK,SHORT,193.73,0.0,969.27,1462.349,493.07899999999995,2089.07,635.75,143.7446673822696
2026-02-02 09:10:04,MARGIN_CHECK,SHORT,193.69,0.0,1162.7800000000002,1462.874,300.0939999999998,2089.82,345.91,119.83531260214117
2026-02-02 09:15:05,MARGIN_CHECK,SHORT,193.72,0.0,1356.66,1460.7039999999997,104.04399999999964,2086.72,52.28,102.56974892353668
2026-02-02 09:20:00,MARGIN_CHECK,SHORT,193.81,0.0,1356.4900000000002,1444.464,87.9739999999997,2063.52,29.08,101.4293859735357
2026-02-02 09:25:05,MARGIN_CHECK,SHORT,194.04,0.0,0.0,1416.3029999999999,1416.3029999999999,2023.29,2023.29,0.0
2026-02-02 09:30:01,MARGIN_CHECK,SHORT,193.9,0.0,193.99,1417.7939999999999,1223.8039999999999,2025.42,1734.36,695.8771387342816
2026-02-02 09:35:02,MARGIN_CHECK,SHORT,194.0,0.0,387.98,1415.008,1027.028,2021.44,1439.54,347.38614882282184
2026-02-02 09:40:02,MARGIN_CHECK,SHORT,194.07,0.0,582.0799999999999,1412.873,830.7930000000001,2018.39,1145.49,231.22809027379998
2026-02-02 09:45:03,MARGIN_CHECK,SHORT,193.97,0.0,775.98,1416.9679999999998,640.9879999999998,2024.24,860.24,173.90378006872854
2026-02-02 09:50:03,MARGIN_CHECK,SHORT,193.96,0.0,969.43,1406.713,437.283,2009.59,554.62,138.11899901716185
2026-02-02 09:55:04,MARGIN_CHECK,SHORT,193.85,0.0,1163.16,1415.211,252.05099999999993,2021.73,275.83,115.79872844951026
2026-02-02 10:00:04,MARGIN_CHECK,SHORT,193.91,0.0,1163.4199999999998,1413.013,249.59300000000007,2018.59,272.69,115.61887851537888
2026-02-02 10:05:04,MARGIN_CHECK,SHORT,193.86,0.0,1163.28,1416.982,253.702,2024.26,278.36,115.94363938369894
2026-02-02 10:10:05,MARGIN_CHECK,SHORT,193.81,0.0,1163.13,1419.635,256.5049999999999,2028.05,282.15,116.16071939973651
2026-02-02 10:15:00,MARGIN_CHECK,SHORT,193.76,0.0,1162.7099999999998,1417.8639999999998,255.154,2025.52,279.62,116.01580846554785
2026-02-02 10:20:00,MARGIN_CHECK,SHORT,193.79,0.0,1162.7799999999997,1414.329,251.5490000000002,2020.47,274.57,115.72655936766137
2026-02-02 10:25:01,MARGIN_CHECK,SHORT,193.81,0.0,1163.1000000000001,1418.753,255.6529999999998,2026.79,280.89,116.08855031788761
2026-02-02 10:30:01,MARGIN_CHECK,SHORT,193.8,0.0,1162.96,1416.982,254.02199999999993,2024.26,278.36,115.94363938369894
2026-02-02 10:35:02,MARGIN_CHECK,SHORT,193.84,0.0,1163.1100000000001,1415.673,252.56299999999987,2022.39,276.49,115.83653130190731
2026-02-02 10:40:02,MARGIN_CHECK,SHORT,193.71,0.0,1163.3,1436.456,273.15599999999995,2052.08,306.18,117.53708688928346
2026-02-02 10:45:03,MARGIN_CHECK,SHORT,193.7,0.0,1357.3700000000001,1444.331,86.96099999999979,2063.33,26.87,101.31944649047857
2026-02-02 10:50:03,MARGIN_CHECK,SHORT,193.65,0.0,1163.1,1447.271,284.17100000000005,2067.53,322.01,118.44779779091618
2026-02-02 10:55:03,MARGIN_CHECK,SHORT,193.67,0.0,1356.5700000000002,1438.6679999999997,82.0979999999995,2055.24,19.25,100.9454859797936
2026-02-02 11:00:04,MARGIN_CHECK,SHORT,193.65,0.0,1356.5900000000001,1442.2939999999999,85.70399999999972,2060.42,24.43,101.19990766162898
2026-02-02 11:05:04,MARGIN_CHECK,SHORT,193.62,0.0,1356.52,1445.885,89.36500000000001,2065.55,29.56,101.45187353572464
2026-02-02 11:10:04,MARGIN_CHECK,SHORT,193.78,0.0,1162.8600000000001,1421.0629999999999,258.20299999999975,2030.09,284.57,116.30287822539988
2026-02-02 11:15:05,MARGIN_CHECK,SHORT,193.87,0.0,969.1600000000001,1409.191,440.03099999999995,2013.13,558.16,138.36230300281105
2026-02-02 11:20:05,MARGIN_CHECK,SHORT,193.84,0.0,1163.18,1415.358,252.17799999999988,2021.94,276.18,115.82004399230135
2026-02-02 11:25:00,MARGIN_CHECK,SHORT,193.85,0.0,1162.94,1409.5829999999999,246.6429999999998,2013.69,267.93,115.34747044267253
2026-02-02 11:30:01,MARGIN_CHECK,LONG,194.0,0.0,581.47,1390.116,808.646,1985.88,1112.72,227.43597966008525
2026-02-02 11:35:01,MARGIN_CHECK,LONG,193.97,193.96,387.59000000000003,1194.6999999999998,1001.0699999999998,1983.8,1401.67,340.78298661810936
2026-02-02 11:40:02,MARGIN_CHECK,LONG,194.06,388.1,193.88,999.1739999999999,1193.3939999999998,1981.82,1399.85,340.5364537690946
2026-02-02 11:45:03,MARGIN_CHECK,LONG,194.14,582.27,0.0,805.4590000000001,1387.729,1982.47,1109.42,227.07405074165283
2026-02-02 11:55:03,MARGIN_CHECK,LONG,194.13,776.39,0.0,610.3939999999999,1386.7839999999999,1981.12,816.85,170.15984264818297
2026-02-02 12:00:04,MARGIN_CHECK,LONG,194.07,970.3900000000001,0.0,412.3549999999998,1382.745,1975.35,519.89,135.7199785634782
2026-02-02 12:10:05,MARGIN_CHECK,SHORT,194.25,1164.84,0.0,236.28700000000003,1401.127,2001.61,255.06,114.60364719017491
2026-02-02 12:15:00,MARGIN_CHECK,SHORT,194.29,1165.2,194.31,233.35799999999995,1204.248,1997.94,251.35,114.39089883716271
2026-02-02 12:20:06,MARGIN_CHECK,SHORT,194.48,388.57,194.37,1021.7760000000001,1215.976,2014.78,1432.32,345.9087319300896
2026-02-02 12:25:02,MARGIN_CHECK,SHORT,194.43,388.55,388.82,1021.4459999999999,1021.1759999999999,2014.28,1431.53,345.6507936507936
2026-02-02 12:30:02,MARGIN_CHECK,SHORT,194.47,194.27,388.88,1214.3329999999999,1019.7229999999998,2012.29,1429.07,345.0310346010082
2026-02-02 12:35:03,MARGIN_CHECK,SHORT,194.54,0.0,583.4,1405.936,822.536,2008.48,1133.4,229.51958678063718
2026-02-02 12:40:03,MARGIN_CHECK,SHORT,194.64,0.0,778.4599999999999,1407.49,629.0300000000001,2010.7,843.81,172.31272870621908
2026-02-02 12:45:04,MARGIN_CHECK,SHORT,194.64,0.0,972.96,1404.466,431.50599999999986,2006.38,547.52,137.53067463635992
2026-02-02 12:50:04,MARGIN_CHECK,SHORT,194.57,0.0,1167.67,1413.867,246.1969999999999,2019.81,268.99,115.3636581715996
2026-02-02 12:55:04,MARGIN_CHECK,SHORT,194.46,0.0,1167.4900000000002,1424.5,257.00999999999976,2035.0,284.18,116.23125164208771
2026-02-02 13:00:05,MARGIN_CHECK,SHORT,194.41,0.0,972.8400000000001,1431.367,458.5269999999998,2044.81,585.95,140.16492329627243
2026-02-02 13:05:00,MARGIN_CHECK,SHORT,194.41,0.0,389.19,1443.5749999999998,1054.3849999999998,2062.25,1478.99,353.57302060830506
2026-02-02 13:10:01,MARGIN_CHECK,SHORT,194.5,0.0,194.55,1439.305,1244.755,2056.15,1764.54,705.1027056685299
2026-02-02 13:15:01,MARGIN_CHECK,SHORT,194.65,0.0,389.15999999999997,1434.9579999999999,1045.7979999999998,2049.94,1466.57,351.3961979532715
2026-02-02 13:20:07,MARGIN_CHECK,SHORT,194.65,0.0,584.11,1441.258,857.148,2058.94,1183.59,235.21334323413492
2026-02-02 13:25:02,MARGIN_CHECK,SHORT,194.65,0.0,778.68,1438.6119999999999,659.9319999999999,2055.16,887.83,176.05647074948814
2026-02-02 13:30:03,MARGIN_CHECK,SHORT,194.69,0.0,973.48,1437.5199999999998,464.03999999999974,2053.6,594.29,140.72404081380927
2026-02-02 13:35:03,MARGIN_CHECK,SHORT,194.65,0.0,1168.66,1452.857,284.1969999999999,2075.51,324.17,118.50982676122285
2026-02-02 13:40:04,MARGIN_CHECK,SHORT,194.87,0.0,1363.92,1431.78,67.8599999999999,2045.4,2.08,100.10179511774955
2026-02-02 13:45:04,MARGIN_CHECK,SHORT,194.88,0.0,1168.86,1423.849,254.98900000000003,2034.07,282.73,116.14363858531182
2026-02-02 13:50:04,MARGIN_CHECK,SHORT,194.9,0.0,779.24,1418.8089999999997,639.5689999999997,2026.87,859.27,173.59284001370332
2026-02-02 13:55:00,MARGIN_CHECK,SHORT,194.99,0.0,389.78999999999996,1412.691,1022.9010000000001,2018.13,1433.81,345.3809556407448
2026-02-02 14:00:00,MARGIN_CHECK,SHORT,195.07,0.0,195.04,1409.366,1214.326,2013.38,1720.9,688.3821115973742
2026-02-02 14:05:01,MARGIN_CHECK,SHORT,195.1,0.0,390.15,1408.561,1018.411,2012.23,1427.15,343.92390784166264
2026-02-02 14:10:01,MARGIN_CHECK,SHORT,195.17,0.0,585.49,1409.1,823.6099999999999,2013.0,1135.26,229.338984209447
2026-02-02 14:15:02,MARGIN_CHECK,SHORT,195.35,0.0,781.0699999999999,1402.219,621.1490000000001,2003.17,832.68,171.13943732966536
2026-02-02 14:20:02,MARGIN_CHECK,SHORT,195.35,0.0,976.57,1404.823,428.25300000000004,2006.89,543.39,137.1294841134267
2026-02-02 14:25:03,MARGIN_CHECK,SHORT,195.32,0.0,1171.78,1405.348,233.56799999999998,2007.64,251.11,114.29579910391512
2026-02-02 14:30:03,MARGIN_CHECK,SHORT,195.22,0.0,1171.38,1409.8,238.41999999999985,2014.0,257.47,114.65787660899616
2026-02-02 14:35:04,MARGIN_CHECK,SHORT,195.52,0.0,0.0,1388.261,1388.261,1983.23,1983.23,0.0
2026-02-02 14:40:04,MARGIN_CHECK,SHORT,195.73,0.0,0.0,1384.061,1384.061,1977.23,1977.23,0.0
2026-02-02 14:45:05,MARGIN_CHECK,SHORT,195.87,0.0,0.0,1379.4129999999998,1379.4129999999998,1970.59,1970.59,0.0
2026-02-02 14:50:00,MARGIN_CHECK,SHORT,196.0,0.0,195.9,1376.984,1181.0839999999998,1967.12,1673.32,669.5439074200135
2026-02-02 14:55:00,MARGIN_CHECK,SHORT,196.07,0.0,0.0,1369.088,1369.088,1955.84,1955.84,0.0
2026-02-02 15:00:01,MARGIN_CHECK,SHORT,196.18,0.0,196.32,1371.58,1175.26,1959.4,1665.31,666.2586283110613
2026-02-02 15:05:02,MARGIN_CHECK,SHORT,196.37,0.0,392.40999999999997,1361.3949999999998,968.9849999999998,1944.85,1356.51,330.5656593126423
2026-02-02 15:10:03,MARGIN_CHECK,SHORT,196.59,0.0,196.4,1353.191,1156.791,1933.13,1638.57,656.2771591526345
2026-02-02 15:15:03,MARGIN_CHECK,SHORT,196.86,0.0,196.69,1347.346,1150.656,1924.78,1629.91,652.7554515549225
2026-02-02 15:20:04,MARGIN_CHECK,SHORT,197.07,0.0,196.9,1340.9129999999998,1144.0129999999997,1915.59,1620.28,648.6708882191595
2026-02-02 15:25:04,MARGIN_CHECK,SHORT,196.82,0.0,393.67999999999995,1345.001,951.321,1921.43,1330.55,325.1810858380721
2026-02-02 15:30:04,MARGIN_CHECK,SHORT,196.86,0.0,591.0,1352.953,761.953,1932.79,1046.66,218.1158520758805
2026-02-02 15:35:00,MARGIN_CHECK,SHORT,196.97,0.0,787.93,1344.735,556.805,1921.05,739.65,162.6079228034535
2026-02-02 15:40:05,MARGIN_CHECK,SHORT,197.11,0.0,984.9,1329.118,344.21799999999996,1898.74,421.86,128.5642706245599
2026-02-02 15:45:01,MARGIN_CHECK,SHORT,197.11,0.0,1182.93,1348.3329999999999,165.4029999999998,1926.19,153.64,108.66773856872867
2026-02-02 15:50:02,MARGIN_CHECK,SHORT,196.98,0.0,1183.01,1367.03,184.01999999999998,1952.9,180.35,110.17460720431018
2026-02-02 15:55:02,MARGIN_CHECK,SHORT,197.08,0.0,1182.87,1350.993,168.12300000000005,1929.99,157.44,108.8821189811289
2026-02-02 16:00:02,MARGIN_CHECK,SHORT,197.0,0.0,1183.04,1364.349,181.30899999999997,1949.07,176.52,109.95853431496995
2026-02-02 16:05:03,MARGIN_CHECK,SHORT,196.87,0.0,1182.93,1378.587,195.65699999999993,1969.41,196.86,111.1060336802911
2026-02-02 16:10:03,MARGIN_CHECK,SHORT,196.89,0.0,787.87,1368.213,580.343,1954.59,773.29,165.46093287056632
2026-02-02 16:15:04,MARGIN_CHECK,SHORT,196.9,0.0,984.5400000000001,1361.9199999999998,377.37999999999977,1945.6,468.96,131.7585870625203
2026-02-02 16:20:04,MARGIN_CHECK,SHORT,196.92,0.0,1181.27,1355.34,174.06999999999994,1936.2,164.2,109.26636568848758
2026-02-02 16:25:04,MARGIN_CHECK,SHORT,197.02,0.0,1181.59,1349.9989999999998,168.40899999999988,1928.57,156.57,108.83577878103836
2026-02-02 16:30:04,MARGIN_CHECK,SHORT,197.06,0.0,1181.57,1345.127,163.55700000000002,1921.61,149.61,108.44300225733635
